user_name,screen_name,days,first_msg,no_of_msg,bot
carparkers,Michael Parker,2.38176197319671,Bpbd,2,0
Strk2974,STARK .,3.8616956954477,Zkbb,1,0
selene768,Selene Michelle,2.15689565531358,YMVd,1,0
alamer_am1,Loop Walk ,3.56530645563647,Hi all,2,1
heyheyJaye,Jay J,2.98430405012159,evuu,2,0
Skadooosh333,M M,1.12658692069076,,0,1
anniemarie120,Marie Annie,0.615788546836487,,0,1
mariaL455,Maria Santos,1.05158424103978,r a f y,2,0
2007funnytbriana,Briana Garcia,0.003752767142874,Any one searching some fun?,1,1
kitkat404x,Kylie 🥺❤️❤️,0.000962559591841,Huh,1,1
1lisadazzzled76,Lisa Morrison,0.068427666613349,,0,1
grizzly2002lenaq,Lena Cunningham,0.004748153275362,,0,1
divakiara2014n,Kiara Phillips,0.000456841149264,Hey all guys!,1,1
mannylopez6,Manny Lopez,3.54988072057565,,0,1
cheyennesmiley594,Cheyenne Robbins,0.00558562234596,,0,1
grace2012bionicn,Grace Hanson,0.001865270275761,funny!,1,1
Mcqueen042,Brenda Mcqueen,0.377325975290603,,0,1
jadefire190,Jade Mello,0.250608551008282,,0,1
allie.4.4.2,allie ☠,0.024968153583231,hi,1,0
allie.4.4.2,allie ☠,0.025472294056305,Pjpu,1,0
adelina159monster,Adelina Buchanan,0.00829188497806,,0,1
jtrode,Jayson Troode,0.097635221991826,Hey,1,1
khurramabdulla,Khurram Abdulla,0.014365309305765,,0,1
EmmaTickle98,Emma Tickle,0.710776947333857,r n w c,2,0
xilenyax,Ilenia Ro,0.033517886714803,hftr,1,0
xilenyax,Ilenia Ro,0.033990274438704,,0,1
big_mickey_87,Michael Ward,0.015634760564124,,0,1
hunnidjuice,Hunnid Bands,4.75657445371151,,0,1
lorn33,Lauren M,0.007737757983031,,0,1
jamesmorganfs,James Morgan,0.023754370576806,,0,1
lorn33,Lauren M,0.011194114215948,Xkcu,1,0
ramona93crystal2,Ramona Holt,0.000585238235416,,0,1
steelers9213,Luke Mandaville,0.001421760958102,27 male Pennsylvania U.S.A duun,1,0
poowee161,Poo Wee,2.72444202048911,,0,1
sfgregs,Greg Steers,0.012683880701661,Meow,1,1
blair10halo6,Blair Marshall,0.123764697478877,,0,1
gasandsmokethejews,Arian Hykaou,0.009600262559123,Cfbk,1,0
2004dodoedenj,Eden Hardy,0.005655659624824,,0,1
392doczoe,Zoe Harrison,0.002498147021289,,0,1
crazylife0909,Malavika Sunil,0.002594554084871,xc,1,0
neethu_rajeev7,Neethu Rajeev,0.02197039541547,,0,1
borys177,Madm Chkv,0.016461100012616,,0,1
2017charcoalharperb,Harper Hardy,0.00511095635041,funny!,1,1
khafitoni022,Khafi Toni,0.020692174671977,,0,1
addisoncoal787,Addison Alvarez,0.000775836913122,,0,1
huggy324ximena,Ximena Bailey,0.009998516272064,searching a real man,1,1
2018lraquelkarot,Raquel Gonzalez,0.004458865360529,,0,1
9070121682,Young Marley,0.830188080019973,,0,1
8alinaflip83,Alina Douglas,0.008049036005029,,0,1
Trevolet,Walter Oconnor,0.741399721155564,,0,1
tiny2006dmylah,Mylah Pena,0.000766300616993,,0,1
mahmoud67v,Mr. Mahmoud,0.119592631873157,,0,1
prinky2015rebeccar,Rebecca Newman,0.015330804837523,,0,1
2010osweetmiranda,Miranda Howell,0.004432450375623,lol,1,1
770barbaragold,Barbara Reese,0.004554405021999,Now i am damn tired right away,1,1
xxMissQueen19xx,XxLv KesxX,0.001781615165097,,0,1
anjalik1992,Anju K,1.83543828869307,Hi,1,1
ayla379secret,Ayla Pittman,0.014080464376344,,0,1
nancystephens25,Nancy Stephens,1.6757006804176,,0,1
XxlmnickxX,Nick Ellem,0.721151664441934,,0,1
wildegirl001,Mary Wilde ,3.61032086267791,,0,1
suzzanesmith44,Suzzane Smith,0.045903070643544,,0,1
lily828frisbee,Lily Morgan,0.005442650265716,,0,1
adelyn2004isecret,Adelyn Owen,0.007541572421237,someone hopes to meet with me?,1,1
benkel09,Bennett kelvin,3.00931236994763,,0,1
marleigh5pickle65,Marleigh Washington,0.003032765363654,,0,1
missa2017gemma,Gemma Burnett,0.002825037309969,,0,1
starski970,Starski Hutch,2.36766329666255,ueky,1,0
bellsbraelynn2007s,Braelynn Luna,0.002358788436762,,0,1
smithlora813,Lora Smith,1.86533033722529,Hi,1,0
2016booumira,Mira Floyd,0.004213932184158,,0,1
xdaddyxxx453,abhi roy,3.85011139237494,hbva,2,0
27muah1amari,Amari Rodgers,0.010340258771623,,0,1
breezyalora2009s,Alora Bowers,0.003198786038491,Anybody wanting some fun?,1,1
jonas.bgs93,Jonas Silva,0.389244832206104,Algum adm?,1,1
breezyalora2009s,Alora Bowers,0.003582079029746,,0,1
g2015crimsonhaisley,Haisley Russell,0.002143756228465,,0,1
t2015madilynturkey,Madilyn Greene,0.006236531739986,,0,1
__mark__l,Mark L,0.000352535416131,Sfbs,2,0
JuthikaEmily,Juthika Dsuza,0.064518344341605,hhbn,1,0
bstravel,B S,0.002599804050944,Bjeh,1,0
fortuneanalia928,Analia Phillips,0.004833279610784,,0,1
fortuneanalia928,Analia Phillips,0.006401143879802,,0,1
leannacharcoal2002e,Leanna Ross,0.004712994576052,cool,2,1
933ellismissy,Ellis Goodman,0.002586024108308,,0,1
i2003carolynmuah,Carolyn Jones,0.004000572697432,anyone would like chat with me?,1,1
7melon52jaelyn,Jaelyn Cummings,0.002033338124553,lets chat,1,1
tbagwell07,Tony Bagwell,2.99718459802645,Wrsw,1,0
82doc9ariel,Ariel Rowe,0.005558963658081,,0,1
942marenbrown,Maren Fisher,0.004289415075823,someone would like chat with me?,1,1
zizo77808,Zizo Atef,0.614114665786425,Skmr,2,0
damianmartin023,Damian Martin,0.054224450872452,,0,1
saadfghjh,Saad Alsaadii,1.36669544096346,,0,1
Volex87,Volex Volex,0.000471603829,Jawz,5,0
fudgyblakely414,Blakely Gutierrez,0.005790728716939,somebody needs to meet me?,1,1
1999smilemirandaw,Miranda Casey,0.0030658759839,,0,1
MrPalmerTyler,Steven Palmer,4.06233764137659,T d y m,3,0
millie613queen,Millie Rodriquez,0.007216855969142,,0,1
sandra21100,Sandra John,1.99908044021163,Hello,3,1
kcobaltnatalie2002,Natalie Holland,0.001713648907564,,0,1
chewymagallanes12,Chewy Magallanes,2.46448234556174,Hey,2,1
mortar44,Mo Rtar,0.919834106490016,,0,1
lvtlik,Malik Davis,2.73923192830825,,0,1
lvtlik,Malik Davis,2.74017671520787,,0,1
dannalise2008bunny,Annalise Ferguson,0.002413758941823,,0,1
rebekah2011mamber,Rebekah Alvarez,0.006403285582308,someone truly wants to chat with me?,1,1
p2015happywendy,Wendy Davidson,0.009486292233622,someone would like flirt with me?,1,1
68kiana8bone,Kiana Wallace,0.002833390498051,looking a real man,1,1
theGrann,Olivia Litke,2.52783642238765,Xuyn,1,0
saeedx101,Saeed X10,1.00386838399702,Hi,1,1
trixiemelanyn2018,Melany Ellis,0.00497903286031,,0,1
callmesaly,Saly 💜,0.661027131304145,Njun,3,0
cherry2000marleeo,Marlee Figueroa,0.047721242893625,,0,1
dinkoklola,Lil Lover,0.008888882097823,,0,1
secret2016angelinad,Angelina Porter,0.052445130257143,,0,1
marylolly50,Mary Lolly,2.79402688178199,Hi,1,1
parsakaaliton,Vilma -,4.26650933315357,k u a c,2,0
grizzlyamaya848,Amaya Dennis,0.052965052392748,lmao,1,1
kyle12456667,Kyle Dean,1.09400444433093,n ff m,2,0
desperate....,Fun Baby,0.026148366726659,XCMM 21 MALE,1,0
loveflowr388,Sarah Jackson ,0.009557436690838,Hi,1,1
kalani2010fsweetie,Kalani Gonzales,0.006392012415109,,0,1
pranshu.ranga,Pranshu Ranga,4.23252350820987,,0,1
cryztaladrienne574,Adrienne Ramsey,0.004804929583161,Greetings guys!,1,1
409huggablekyleigh,Kyleigh Hopkins,0.011418159253619,;),1,1
kathrynjeti2010,Kathryn Cooper,0.099682702929885,,0,1
ramadan_elsayed15,Ramadan Elsayed,4.86758561400076,,0,1
foxykrystal,Ms Krystal,0.019043045054983,crny,1,0
blakelyq2003icing,Blakely Hampton,0.00938942823973,,0,1
Stanleywells55,Stanley Maclode,0.040888128517954,,0,1
kosiaaat,💏 🔥,4.68377211388063,,0,1
n2012friendsaviana,Aviana Love,0.005490625746272,,0,1
cocoaneedcash,Cocoa Slezzy,1.64930162300666,Wfyw,1,0
aashiq_aashis,Aashis Aashiq,0.015096744779084,,0,1
vlctotnyarko,Victor Nyarko,0.071713819793529,Yh,1,1
ojg46,Oj Gonzalez,2.64572709958035,Znkx,2,0
envy.cos,Marko Vulovic,0.052299839338219,Pjmn,1,0
shotgun213,Chris Watt,0.022534582780467,Utwp,2,0
katila09,Katila Jean,0.002874502603103,Hello,1,1
henny99909,logan .,2.15041037144484,Fhak,2,0
Prettygirlriah1,Mariah Sanders,0.001254086439256,Hey,1,1
John94689,John Mimi,2.25966553882592,,0,1
GabrielG290,Gabriel G,1.07103815483826,mpaa,2,0
pushedinu,V H,0.042407621272184,,0,1
21liljayla4,Jayla Fowler,0.002800145328597,,0,1
sean56323,Sean Ross,4.95805795358563,,0,1
jpsilvam,Rebel Rebel,3.655130107389,,0,1
7warmlorelei96,Lorelei Clay,0.004149112290254,Who wants to speak?,1,1
Enidjuliet,Enid Juliet,2.28660807150106,Snow,2,1
onerosalie2002q,Rosalie French,0.001557602093176,omg,1,1
77hunnielacey3,Lacey Wise,0.002038452655629,Hello there guys!,1,1
jalani2003steel,Alani Moore,0.000848959830624,anyone likes to talk with me?,1,1
jake22taylor,Jake Taylor,2.09594813420541,XVXr,2,0
panda114braelynn,Braelynn Freeman,0.002261822080171,someone would like to talk with me?,1,1
robbi_luis,Robbi Luis,3.20408910998868,👌,1,1
jannove,Neal Magnus,0.002933525294065,Ybmy,3,0
florence939fizzy,Florence Hammond,0.00168836808591,somebody really wants to speak with me?,1,1
2012ryleighkarotp,Ryleigh Burton,0.004458074887042,,0,1
908angeloakley,Oakley Marsh,0.000341361965294,lets talk,1,1
chelseahapper671,Chelsea Happer,0.02878786476398,Hey,1,1
2005bpizzabailee,Bailee Thomas,0.001182040875709,somebody likes to flirt with me?,1,1
x2014cherryleila,Leila Briggs,0.001551527480284,,0,1
JoelvHere,Joel V,0.397660746521972,,0,1
isla6huggable96,Isla Russell,0.002216081398505,,0,1
i2004caramelimani,Imani Watkins,0.003781688025704,haha,1,1
tefaproo,Mostafa Motaz,0.320514718658394,racr,1,0
2000everlyitwilight,Everly Goodwin,0.005222066444931,Hiya everyone!,1,1
chum2017ramira,Amira Manning,0.002321619855033,anyone would like to chat with me?,1,1
skyla2018oranger,Skyla Cortez,0.006350647202796,So i am darn lonely right away,1,1
shubhambisht77,Shubham Bisht,4.56473280834655,Hello,1,1
anna39cataleya1,Cataleya Gutierrez,0.004260978522124,,0,1
41light2alivia,Alivia Hicks,0.009001604172367,Who wishes to talk?,1,1
savepolarbear5,Anne Wilson,2.72419447101101,Xafa,1,0
poopie2006cmilana,Milana Jackson,0.00493116437561,wanting true man,1,1
sarahlingard20,Sarah Lingard,1.90084643355674,Hello,1,1
soft695lindsey,Lindsey Berry,0.001784901958373,,0,1
mollymollz91,Molly B,0.028923077878577,Wfky,2,0
eglitzydani2008,Dani Hernandez,0.002472163921705,let s talk,1,1
angela2014lpassion,Angela Quinn,0.003412316761635,somebody wishes to flirt with me?,1,1
jd22156,J D,3.12794380739055,Benning,3,0
11rust1arlette,Arlette Cook,0.000775720281182,,0,1
ak4688445,A K,0.001714062218865,Hey,3,0
f2017squishyphoenix,Phoenix Young,0.009518481327428,So i am dang bored today,1,1
cj____1999,Cobie Pettitt,0.003495736635394,What s up 😛,2,0
h2015girlieeileen,Eileen Mcdonald,0.006106302205611,,0,1
lassederwurm,Leon Heim,3.0580141644235,Ksmc,2,0
diamondo2018liberty,Liberty Mcbride,0.004207530154122,,0,1
RemyLeBeaux1987,B Tap,0.061032148743117,,0,1
doodsiejadap2000,Jada Reese,0.008928998521081,lets chat,1,1
brownc2016amelia,Amelia Carroll,0.009920138057183,,0,1
linjm334,Linda James,2.35670299998864,Am fine and yours,1,1
kratos_001,jay singh,0.082120592941841,Rjen,2,0
mistressroles,Mistress Roles,4.51429105090046,I m from USA,1,1
morgan...124,morgan <3,0.007481680953944,f b s k,2,0
mackenzy2809,Valeria Mosquera,0.005601191239225,Welcome,1,1
sonsabroson,Paco Martinez,0.011927630454302,,0,1
peterJay434,Peter Jay,0.086243909724333,bZpy,2,0
joanl34,Joan Lopez,0.708760602612186,,0,1
stayawayfromassholes,A J,3.157448915417,,0,1
QazXi0123,QazXi AK,1.00939667955317,Hello,1,1
bfrctcyfcycy,Jonny Ruiz,0.001830419304746,Zvnt,1,0
2016sevencynthiar,Cynthia Olson,0.002876832062999,anyone truly wants to meet up with me?,1,1
gmtoronto2019,G M,0.012853483270716,hbym,1,0
mara381peach,Mara Murphy,0.0018755790812,,0,1
steelgirl667,Allison Parker,0.124507326776231,Hello everyone,1,1
slushy__19,Nathan Lawlor,0.012492533160581,hhsn,3,0
aileenqueenbee675,Aileen Frank,0.0061981088199,,0,1
DREADAK,FALLEN ANGEL,4.58378715147023,dJjy,1,0
adamiswater,Adam 🏄🏻‍♂️,4.0148583762872,,0,1
55kairi6teal,Kairi Jefferson,0.011582288132222,somebody likes to talk with me?,1,1
Alivez.R,Ali R,0.011670769651731,Hi,2,1
ELKING96535,Adel Elsaid,0.306843686123137,Kjvc,2,0
Dreyes1996,Daniel Reyes,0.069378026486547,Zzedd,1,0
Danxerrick,Dånxer Rick,2.14408021353737,,0,1
Douglasrafard,Douglas Castro,0.075957138692891,Ay carramba,2,1
lolahhunnie2010,Lola Myers,0.003203797125154,Wassup boys!,1,1
Douglasrafard,Douglas Castro,0.081152228489518,ay carramba,3,0
bedo232323,Bedo Etro,2.88794523421261,nwak,1,0
monryxmaker,MONEY MAKER,0.020814399432253,,0,1
2013dmayasweetie,Maya Pope,0.009633411792693,,0,1
TuvixTuvixTuvix,Spock Spock,2.23331525060866,,0,1
TuvixTuvixTuvix,Spock Spock,2.23136656588702,,0,1
A.MC.232,A Mc,0.001728364524466,,0,1
2gigglemia28,Mia Ballard,0.019870619806978,I m so really tired these days,1,1
xemajli,granit xemajli,0.006204852166551,,0,1
Princedelight12,Prince Chinazq,0.044625659275938,Hi,1,1
big_mickey_87,Michael Ward,0.473705554400329,tmdc,2,0
BillTravis44,Bill Travis,0.009960197546968,Are there any god fearing good Christian in here if so stand up!!,2,0
leventefarkas,Levente Farkashegyi,0.004802192413697,PNXX,1,1
lindacarey1234,Linda Carey,0.046430770798966,I m 24years old I m from USA Missouri,2,1
cj____1999,cj .,0.111014216950646,Nkna,2,0
lexyy661,Lexy Farnst,0.005925748251654,Hi,1,1
2018brookesstar,Brooke Gibson,0.005848408890543,Who wants to discuss?,1,1
David_83838282772786,David P.,0.020370988702333,Hey,1,1
FARRINHA16,Rafael Leme,0.173916984898625,C t j p,1,0
9tinsley43sienna,Tinsley Campbell,0.00252128995955,,0,1
msleepyraelynn2002,Raelynn Austin,0.086341426367009,,0,1
9froggie98jade,Jade Caldwell,0.003470526952986,:D,1,1
10dizzy3alayna,Alayna Alexander,0.007208869316512,,0,1
soorhadley1999,Hadley Wheeler,0.104694207302398,I m just damn lonely these days,1,1
2006scutieapril,April Little,0.000697721819635,lets talk,1,1
brookelynntaylorr,Brooke Taylor ,0.71750979475953,crdx,2,0
bella4candied17,Bella Mccarthy,0.000510278967796,browsing a good man,1,1
245haleywarm,Haley Jimenez,0.004602687552019,anyone would like to meet up with me?,1,1
macie665twilight,Macie Barrett,0.00070918780786,Who wants to speak?,1,1
genius2016tatianan,Tatiana Wong,0.007379721367249,,0,1
Sam.j82.,Sam J,0.088725481071958,Kpar,3,0
fhgjcugugi6696,Horny Male,0.011489645733878,Hei Horny girls here???,2,0
dieserjonathan,Jonathan Egal,0.223863783122765,19 male,1,1
estellei2011missie,Estelle Mckenzie,0.005421155368288,,0,1
geobra12,George Bradley,2.42239944567283,,0,1
bianca.s8.1992,Bianca Egal,2.01164477741829,,0,1
desireedulce1,Desiree Dulce,0.570821567958704,rdsb,1,0
matttttttttttttttt_,Matt Dnbd s,0.001989661303383,Ddau,2,0
tmcelroy22,Tim McElroy,1.13880482242339,Tim. Roy Keane’s my favorite. Needed him on the pitch today smh. Have no favorite United players atm,2,0
38chum5genesis,Genesis Cooper,0.002177448714221,helpful,1,1
Helenbelle4,Isabele Helen,3.36001976774523,,0,1
coupledtf69,Freak Of Nature,0.591890884480543,Aasf,1,0
2018msecretfernanda,Fernanda Roberts,0.008993965445293,,0,1
ashleylpretty2015,Ashley Valdez,0.008406636753568,someone truly wants to flirt with me?,1,1
68picnicflorence1,Florence Campbell,0.004297553422274,:D,1,1
2016pzoebells,Zoe Swanson,0.006374535748252,lets talk,1,1
msArianas,Ariana shepherd,0.966485095076539,,0,1
ninjaryann597,Ryann Conner,0.0241025236111,,0,1
fionacullen,Fiona Cullen,1.95450146959336,zupzup,1,1
jenny_rose739,jenny jane,0.008119534496908,heyyyy,1,1
318rheabubbly,Rhea Arnold,0.14643008681911,:D,1,1
noticemesenpaiX3rawr,Notice.me Senpai,1.51163260902244,ddeb,3,0
fionacullen,Fiona Cullen,1.95498887896262,,0,1
jenny_rose739,jenny jane,0.008612112816837,,0,1
claraqpiggy2014,Clara Woods,0.000958374015711,wanting true man,1,1
cherrysadie801,Sadie Stone,0.005182451741011,lovely,1,1
760cheyennemystical,Cheyenne Vaughn,0.006598090391468,,0,1
delaneytcherry2001,Delaney Crawford,0.019271446965911,I m so really lonely right now,1,1
polvil8,Tom M,4.83137682900385,Mefd,2,0
connorwoods__,Connor Woods,0.014380210505592,Hi,1,1
daphne2014cherryy,Daphne Norman,0.003472853038046,wanting a real man,1,1
lisahaha101,lisana yeah just lisana,3.91692714455503,rpea,6,0
089_sofia,Ally Sofi,0.013445658788637,,0,1
realpersonhere95,Samantha Green,0.004038389460356,Swcu,5,0
651destinycaramel,Destiny Dickerson,0.013667844445617,,0,1
ercan_istanbul,Ercan İstanbul,3.87478117225347,Hi,2,1
423warmhadleigh,Hadleigh Myers,0.045378856316761,very good,1,1
Miss.Mandi.B,Mandi B,0.049335967567232,Usher,3,0
triplekamila137,Kamila Hale,0.001774682700634,browsing true man,1,1
2000hadleypsnuggle,Hadley Roy,0.003104092398727,Hey there guys!,1,1
corinababy33,Corina Marcos,0.002461956549022,,0,1
icerylan922,Rylan Pratt,0.002270209949326,wanting a good man,1,1
kepler281,Jake .,2.94193111940666,ewty,1,0
tarmuuhin,Tarmo King,0.489103312953203,,0,1
brown7lennon98,Lennon Baker,0.004472349895923,looking a good man,1,1
coach20cm,Iago S.,0.015437214286239,,0,1
113natalydimple,Nataly Phillips,0.000539462475313,,0,1
BrettEldregde,Rose Anabell,4.69029586348821,,0,1
sizzlinrheaj2000,Rhea Young,0.003232688271889,omg,1,1
499adorablekaelyn,Kaelyn Padilla,0.002072262352815,Someone seeking some fun?,1,1
2010etenleytinker,Tenley Jefferson,0.005455910693164,Anybody wanting a good time?,1,1
amarishappy723,Amaris Frazier,0.003442055720974,Someone searching some fun?,1,1
hagefuntoday,Alex Alex,0.034524366828027,Xzeb,1,0
2017pearladorothy,Dorothy Harrison,0.002029362376089,amazing,1,1
leaderoffan,Kirin Suwabe,0.016477914085543,Hey,1,1
despertly,S V,0.020112069966617,16 m London,1,1
alexaollong6677,Alexa Long,0.043490840077952,M35,2,1
2000vsquishylucille,Lucille Greer,0.001019749517242,Any one looking some fun?,1,1
1light29katalina,Katalina Barker,0.00126175639806,,0,1
davodave19,Davo Last,0.004937389263952,,0,1
1charcoal99giuliana,Giuliana Cochran,0.003163503731291,,0,1
214triplewilla,Willa Roman,0.003684073667283,looking true man,1,1
iveyalice,Alice Ivey,0.021335665867836,Hello,2,0
184dimpleangelica,Angelica Huff,0.003917485569362,,0,1
ctwittie2006ezra,Ezra Barber,0.001921091590215,lol,1,1
londyn5angel94,Londyn Hines,0.002612968194816,Who wants to talk?,1,1
2006ycaramelpaisley,Paisley Douglas,0.003869574886781,looking a good man,1,1
amine.zahiri,Amine Zahiri,0.018108555616604,,0,1
Johnjjk8897,John sam,1.25448172790861,hei,2,0
28luciacherry6,Lucia Mann,0.004792198058632,,0,1
2009feldsparpenelope,Penelope Vaughn,0.001817029455194,,0,1
mmiriam2006kupkakes,Miriam Anderson,0.004953718069527,looking true man,1,1
5aylin99sienna,Aylin Mccormick,0.003783896010783,Who wishes to talk?,1,1
2016kartercherriet,Karter Mann,0.000651724951135,someone wants to talk to me?,1,1
mariquitass,Mariquita Palotes,0.029640245161675,Xduu,2,0
cheap.Pics.here,Carlos Preston,0.013559479707921,ecCu,1,0
Nickgmarouth,Nick Alex,0.001306415172639,30 Male Florida,1,1
sarjahmed,adi Ahmed,0.162672411341358,Good morning,1,1
lilbigandy2,Andy Sharp,0.060666413715592,,0,1
Javiolo1,Javiolo Martinez,3.59285158457579,Hiiii,1,1
Fishy2559,Fish Fisher,0.034945785538466,Efkx,1,0
dodow2016lennon,Lennon Peterson,0.001045273578277,very nice,1,1
dlemaster8,Dakota Lemaster,0.014964473622817,X y t u,9,0
James_Hutton_JH,James Hutton,0.003312767037639,Cleaned up bout what,1,1
2016bayleepceleste,Baylee Boyd,0.001379729252723,Anybody wanting a great time?,1,1
kenziecrystal138,Kenzie Bowman,0.001674419558711,someone would like meet me?,1,1
5adeledaisy97,Adele Ramsey,0.006480512031251,Hiya everyone!,1,1
38tatumcinnamon3,Tatum Hardy,0.005764723500168,Who wants to meet?,1,1
meilanilollipop723,Meilani Phelps,0.005580570995808,lmfao,1,1
372natalychicken,Nataly Murphy,0.00210982542347,awesome,1,1
bsweet2013kamilah,Kamilah Rodriguez,0.00159554724616,Anyone wanting a great time?,1,1
1999heybpalmer,Palmer Schwartz,0.008075903841743,Someone looking a good time?,1,1
aubrey2017mmmm,Aubrey Davenport,0.001217496025342,pleasant,1,1
dadaddy66,Jack Ripper,1.57037023426758,dctv,1,0
jobij99,Joep Bijnen,0.481480336492812,UX-en,1,0
sarjahmed,adi Ahmed,0.203663272198152,,0,1
softmmarie2013,Marie Franklin,0.002880507221928,lol,1,1
cuddlesanaya920,Anaya Page,0.003595462521469,Hello boys!,1,1
gi..go..man,Roy Lange,0.0429621578753,,0,1
8alivia19neon,Alivia Morales,0.00093530808058,fantastic,1,1
945chewycamille,Camille Santiago,0.002915399391894,,0,1
plum2004oaklyng,Oaklyn Hunter,0.000935353777475,lets talk,1,1
huggable40nora4,Nora Tran,0.000353514709406,Now i m really tired nowadays,1,1
jazlyn97violet3,Jazlyn Rodgers,0.001424440542857,lmao,1,1
996fruitymabel,Mabel Daniels,0.004420089481605,:D,1,1
jeancole494,Jean Cole,0.068785624349559,,0,1
williamwillii,William Nelson,0.026950855202697,I’m 17 male and from Wisconsin,2,0
51dazzlin9angel,Angel Bell,0.00298713238151,lmao,1,1
mayareyes125,maya reyes,0.006250249202605,swrj,4,0
jimmy.cross19,James Cross,0.058811234994619,Jpdd,1,0
dalaryfudgyi2008,Dalary Graham,0.002092812091664,Gday everyone!,1,1
yeah.man159,Ryan Murphy,2.75433218843683,,0,1
GamerXglossy,Simon kiriguya,0.074268325528613,16,2,0
4doozles92nancy,Nancy Hayes,0.001417867552351,;),1,1
shiny67valeria9,Valeria Carroll,0.004485326318277,I am darn bored today,1,1
2014kadalynndoozles,Adalynn Morrow,0.00486340370995,anyone needs to meet with me?,1,1
391avalyncookie,Avalyn Quinn,0.001518755160548,,0,1
aniyahdaisyl2016,Aniyah Poole,0.002346552853231,,0,1
GreenVirgo1,R R,0.014912511204128,Cpja,1,0
v2012ticklejuniper,Juniper Rose,0.000414200162998,funny!,1,1
scyanrebecca2010,Rebecca Fisher,0.004743009753249,,0,1
amarisladybirdr1999,Amaris Long,0.001623483620308,Hey all guys!,1,1
2016emmanmagenta,Emma Sawyer,0.001419135522511,,0,1
fairy26emma3,Emma Perez,0.004970528480631,Who wants to talk?,1,1
candyaayla2009,Ayla Graves,0.001559067752074,;),1,1
cerulean2007qhalle,Halle Jackson,0.003268012495504,,0,1
Texaswayz19,Joseph Gonzales,0.161887440524167,Pzdh,1,0
princeKayHell,Prince KayHell,1.83373502112373,cekz,2,0
forevermaevec2004,Maeve Erickson,0.001415967850222,,0,1
GreenVirgo1,R R,0.038625504123392,"Leeds , m 40",2,0
nicolewells0604,Nicole Wells,0.960576862935667,Hi,2,1
kermit.fucking.dies,Nathan 😎,0.02337063877119,,0,1
nola50violet4,Nola Lee,0.002105818043152,lets chat,1,1
70iliana7tiger,Iliana Bennett,0.002387781148707,Anybody looking some fun?,1,1
hadleydodo149,Hadley Quinn,0.003163443434018,Any one looking some fun?,1,1
Krisseksi,Kris Dream,3.24500550607288,ecuv,1,0
sexymamma69696979,Amy Jennings,0.01442443271754,Hi,2,0
SLAVETRAINERofficial,Master..und Projektleiter,0.37376210000228,"Suche Doms , würde mich freuen wenn ihr euch ganz kurz mein Projekt Mal ansehen würdet. Wenn ihr mehr Infos wollt oder erfahren wollt um was es geht, bitte eine private Nachricht info",3,0
elliot2012xicing,Elliot Park,0.001150472172432,searching a good man,1,1
Javino01,Jwaad Altaf,0.010208781110468,Zyxy,4,0
42annabel9precious,Annabel Bowman,0.002983566448092,Hi there boys!,1,1
dyquaa,Jordan Deschênes,0.035382926279196,,0,1
desibull7dkd,Adi Blr,0.024191317665908,Mxsx,1,0
bbling2010azaria,Azaria Alexander,0.001349710134996,:D,1,1
jeniferashley,Jenifer Ashley,0.017787099866955,,0,1
larry_balm1994,Larry Balm,0.002186095753202,"Hey everyone, how goes it?",3,0
antonsandor,Anton LaVey,0.025293265407284,,0,1
jason_payne1996,Jason Payne ,0.000494082175471,Greetings,1,0
Cnkellam,Courtney Kellam,0.005948756958048,,0,1
charb1117,Char Bel,2.66927329618898,Okay,1,1
d2004elliottsmilie,Elliott Fleming,0.001852679089816,searching true man,1,1
bool2005lana,Lana Holmes,0.011015772322814,,0,1
harddady9,Hard Dady,0.885041659642701,Hiii,4,0
6sweetyariyah57,Ariyah Wolf,0.006830345555036,omg,1,1
84heyaubrey3,Aubrey Cortez,0.007389337252136,someone needs to flirt with me?,1,1
1999rlouisedimple,Louise Fisher,0.007107386583531,Anyone looking some fun?,1,1
lilly2014chewyy,Lilly Harmon,0.001922048153701,Who wants to chat?,1,1
paisleyq2000ladybird,Paisley Ferguson,0.004994916399872,,0,1
janessa45miss3,Janessa Padilla,0.002165057926818,,0,1
Bookout420,Daniel Bookout,0.025324135052937,Kfte,1,0
jaanajamn,Ujsnse Ajbaw,4.70442751125605,Hi,3,1
harmoni7fortune37,Harmoni Flores,0.001993518924272,let s talk,1,1
krishj99,Krishna Jason,1.52768644192704,Sbsb,1,0
yemberdazzzled2006,Ember Richardson,0.003684288917316,Who wishes to speak?,1,1
pamelamcpeak42,Pamela Mcpeak,2.63780921628354,,0,1
julietarust971,Julieta Boyd,0.006403471926848,,0,1
andreablanche,Andrea Blythe,2.63940809127357,Etw,4,0
jackthebold,Jack Bold,0.012585677457628,30 m Middlesex,1,1
briellawgolden1999,Briella Patton,0.005458602720389,appealing,1,1
lorrainemeh,lorraine meh,0.541940575865684,ivjw,4,1
riyag02,Riya Gandhi,0.005169683504436,Mhjp,1,0
mega886ivy,Ivy Cooper,0.001861716594409,lmao,1,1
2003ujourniprincess,Journi Thomas,0.004610039412423,let s chat,1,1
2011henleyetriple,Henley Fields,0.002914914775778,,0,1
kalani2pizza78,Kalani Weber,0.004830920409273,Seriously guys!,1,1
613trinityfurry,Trinity Morrow,0.001601729348854,Heya everyone!,1,1
elaine2800,Elaine Simonsen,0.439276551273134,,0,1
